Order date,Chain,Suburb,State,Postcode,Manager,Category,Buyer,Sales,inventory
2021-07-08,0,24,6,3148,14,4,9,8.93,8.93
2019-02-18,0,24,6,3148,14,3,5,1.99,5.97
2020-10-19,0,24,6,3148,14,4,9,3.99,11.97
2019-08-13,0,24,6,3148,14,8,6,4.99,19.96
2020-09-01,0,24,6,3148,14,0,7,7.99,23.97
2019-08-30,0,24,6,3148,14,9,0,10.97,43.88
2019-10-01,0,24,6,3148,14,3,5,7.98,15.96
2022-11-20,0,24,6,3148,14,0,7,9.98,39.92
2020-04-07,0,24,6,3148,14,1,3,32.11,128.44
2019-10-28,0,24,6,3148,14,5,2,14,28
2022-06-09,0,24,6,3148,14,0,7,23.8,47.6
2021-07-01,0,24,6,3148,14,4,9,22.79,22.79
2022-09-04,0,24,6,3148,14,5,2,20.98,20.98
2020-01-08,0,24,6,3148,14,9,0,68.35,205.05
2019-10-05,0,24,6,3148,14,9,0,37,74
2022-09-23,0,24,6,3148,14,6,4,53.72,214.88
2022-03-05,0,24,6,3148,14,9,0,48.93,195.72
2022-03-31,0,24,6,3148,14,2,8,69.99,209.97
2020-06-11,0,24,6,3148,14,7,1,112.87,564.35
2021-07-13,0,24,6,3148,14,2,8,48.19,240.95
2018-12-08,0,24,6,3148,14,0,7,68.77,275.08
2022-07-24,0,24,6,3148,14,6,4,110.88,443.52
2019-06-03,0,24,6,3148,14,8,6,72.91,145.82
2018-12-11,0,24,6,3148,14,9,0,92.69,92.69
2021-04-12,0,24,6,3148,14,5,2,158.84,476.52
2022-12-09,0,24,6,3148,14,5,2,166.82,333.64
2020-11-01,0,24,6,3148,14,9,0,149.9,599.6
2019-12-08,0,24,6,3148,14,2,8,258.14,1290.7
2022-04-17,0,24,6,3148,14,6,4,213.95,213.95
2021-03-21,0,24,6,3148,14,6,4,438.63,1754.52
2020-05-19,0,24,6,3148,14,6,4,305.44,1221.76
2021-11-01,0,24,6,3148,14,7,1,510.85,2043.4
2019-02-19,0,24,6,3148,14,7,1,434.97,1304.91
2022-02-25,0,24,6,3148,14,1,3,745.67,1491.34
2019-10-26,0,24,6,3148,14,4,9,487.99,2439.95
2020-07-28,0,24,6,3148,14,8,6,587.33,2936.65
2021-01-05,0,24,6,3148,14,4,9,941.97,3767.88
2022-08-08,0,24,6,3148,14,5,2,1065.2,1065.2
2021-04-15,0,24,6,3148,14,7,1,1094.07,3282.21
2019-09-25,0,24,6,3148,14,9,0,1101.92,2203.84
2022-03-20,0,24,6,3148,14,3,5,1345.78,2691.56
2021-02-07,0,24,6,3148,14,1,3,2787.25,5574.5
2022-02-18,0,24,6,3148,14,9,0,1356.67,6783.35
2022-05-03,0,24,6,3148,14,6,4,1675.95,1675.95
2022-01-02,0,24,6,3148,14,8,6,2262.25,2262.25
2019-05-30,0,24,6,3148,14,0,7,1584.01,1584.01
2020-01-28,0,24,6,3148,14,6,4,1692.59,6770.36
2019-01-15,0,24,6,3148,14,7,1,1852.59,7410.36
2022-05-27,0,24,6,3148,14,8,6,3225.03,12900.12
2020-09-10,0,24,6,3148,14,4,9,2075.66,6226.98
2019-03-26,0,24,6,3148,14,0,7,1969.83,9849.15
2019-11-21,0,24,6,3148,14,8,6,2218.95,4437.9
2019-02-13,0,24,6,3148,14,2,8,5647.97,28239.85
2021-05-25,0,24,6,3148,14,6,4,3762.89,3762.89
2020-05-01,0,24,6,3148,14,6,4,5207.05,15621.15
2019-08-29,0,24,6,3148,14,2,8,6294.34,18883.02
2022-08-26,0,24,6,3148,14,2,8,5927.17,29635.85
2020-12-02,0,24,6,3148,14,7,1,6612.35,6612.35
2019-07-31,0,24,6,3148,14,9,0,8898.75,17797.5
2022-11-18,0,24,6,3148,14,5,2,8445.47,16890.94
2022-08-06,1,9,7,6021,20,9,0,0.9,4.5
2021-12-22,1,9,7,6021,20,0,7,0.98,0.98
2022-04-20,1,9,7,6021,20,5,2,9,18
2020-02-29,1,9,7,6021,20,2,8,14.99,29.98
2021-12-24,1,9,7,6021,20,9,0,12.99,64.95
2020-06-24,1,9,7,6021,20,1,3,7.99,31.96
2022-10-08,1,9,7,6021,20,6,4,19.98,99.9
2021-12-28,1,9,7,6021,20,2,8,43,129
2021-12-25,1,9,7,6021,20,7,1,29.95,29.95
2021-11-02,1,9,7,6021,20,9,0,28.97,57.94
2020-09-06,1,9,7,6021,20,9,0,41.9,209.5
2021-07-27,1,9,7,6021,20,5,2,39.96,79.92
2022-09-12,1,9,7,6021,20,2,8,106.6,319.8
2021-07-09,1,9,7,6021,20,4,9,130.49,260.98
2022-06-16,1,9,7,6021,20,5,2,152.91,305.82
2020-10-02,1,9,7,6021,20,4,9,185.79,557.37
2022-12-16,1,9,7,6021,20,4,9,203.79,1018.95
2022-02-15,1,9,7,6021,20,8,6,177.66,177.66
2019-06-21,1,9,7,6021,20,6,4,312.58,1562.9
2020-09-21,1,9,7,6021,20,0,7,303.52,1214.08
2021-04-18,1,9,7,6021,20,3,5,323.44,1617.2
2022-06-03,1,9,7,6021,20,7,1,336.13,336.13
2022-02-05,1,9,7,6021,20,7,1,364.6,364.6
2019-03-30,1,9,7,6021,20,9,0,348.45,1393.8
2021-11-06,1,9,7,6021,20,8,6,847.3,1694.6
2019-07-29,1,9,7,6021,20,9,0,564.22,2821.1
2020-08-11,1,9,7,6021,20,6,4,1045.02,3135.06
2021-05-07,1,9,7,6021,20,8,6,1193.33,3579.99
2019-01-10,1,9,7,6021,20,7,1,1089.77,5448.85
2019-08-06,1,9,7,6021,20,0,7,956.38,4781.9
2022-07-17,1,9,7,6021,20,8,6,1354.53,6772.65
2019-01-03,1,9,7,6021,20,7,1,2018.97,6056.91
2021-06-25,1,9,7,6021,20,5,2,4820.71,9641.42
2020-03-30,1,70,6,3131,14,0,7,1,2
2020-08-23,1,70,6,3131,14,5,2,12,24
2019-08-21,1,70,6,3131,14,7,1,7.98,7.98
2022-04-04,1,70,6,3131,14,3,5,22.96,45.92
2020-12-17,1,70,6,3131,14,1,3,14.97,44.91
2019-05-31,1,70,6,3131,14,5,2,17.94,35.88
2020-02-13,1,70,6,3131,14,7,1,35.91,107.73
2020-06-02,1,70,6,3131,14,5,2,19.99,99.95
2022-01-13,1,70,6,3131,14,8,6,47.92,191.68
2022-03-09,1,70,6,3131,14,2,8,69.86,139.72
2022-04-28,1,70,6,3131,14,6,4,150.9,301.8
2019-11-21,1,70,6,3131,14,5,2,59.94,239.76
2021-03-11,1,70,6,3131,14,0,7,51.87,207.48
2021-11-27,1,70,6,3131,14,4,9,88.56,354.24
2022-06-29,1,70,6,3131,14,2,8,98,294
2020-10-20,1,70,6,3131,14,9,0,149.86,149.86
2020-02-02,1,70,6,3131,14,4,9,107.91,323.73
2019-11-05,1,70,6,3131,14,7,1,,0
2018-12-19,1,70,6,3131,14,4,9,166.76,500.28
2021-08-14,1,70,6,3131,14,9,0,189.81,949.05
2022-09-15,1,70,6,3131,14,2,8,294.5,589
2020-05-05,1,70,6,3131,14,7,1,357.75,357.75
2020-05-01,1,70,6,3131,14,3,5,469.57,1408.71
2022-03-07,1,70,6,3131,14,8,6,764.64,1529.28
2020-09-15,1,70,6,3131,14,0,7,533.08,1066.16
2022-10-12,1,70,6,3131,14,9,0,567.46,567.46
2021-12-11,1,70,6,3131,14,6,4,686.52,1373.04
2022-10-24,1,70,6,3131,14,0,7,647.89,1943.67
2021-01-31,1,70,6,3131,14,6,4,836.48,2509.44
2020-10-23,1,70,6,3131,14,8,6,804.85,2414.55
2022-07-16,1,70,6,3131,14,8,6,999.44,4997.2
2022-01-11,1,70,6,3131,14,9,0,1382.5,2765
2022-11-19,1,70,6,3131,14,7,1,1152.09,
2019-09-11,1,70,6,3131,14,7,1,1463.34,
2021-06-10,1,70,6,3131,14,5,2,2104.51,4209.02
2022-07-03,1,20,3,4870,3,9,0,1,2
2020-07-21,1,20,3,4870,3,9,0,10,30
2022-05-08,1,20,3,4870,3,0,7,22.19,66.57
2021-03-26,1,20,3,4870,3,5,2,5.99,17.97
2021-08-12,1,20,3,4870,3,2,8,51,255
2020-10-05,1,20,3,4870,3,5,2,23.92,95.68
2019-11-28,1,20,3,4870,3,4,9,37.94,37.94
2020-02-07,1,20,3,4870,3,4,9,38.9,38.9
2022-08-23,1,20,3,4870,3,9,0,53.94,53.94
2019-01-24,1,20,3,4870,3,8,6,104.97,209.94
2020-06-28,1,20,3,4870,3,4,9,106.13,106.13
2021-04-19,1,20,3,4870,3,7,1,107.29,321.87
2022-06-30,1,20,3,4870,3,7,1,129.72,259.44
2022-07-05,1,20,3,4870,3,9,0,142.93,428.79
2021-11-26,1,20,3,4870,3,6,4,209.78,839.12
2022-10-06,1,20,3,4870,3,2,8,232.51,930.04
2021-11-26,1,20,3,4870,3,3,5,174.48,697.92
2018-12-02,1,20,3,4870,3,6,4,389.14,1167.42
2020-03-27,1,20,3,4870,3,0,7,379.16,1137.48
2019-03-14,1,20,3,4870,3,7,1,404.1,404.1
2019-06-15,1,20,3,4870,3,0,7,539.04,2695.2
2019-05-10,1,20,3,4870,3,9,0,1010.52,4042.08
2019-12-10,1,20,3,4870,3,9,0,740.48,740.48
2020-06-26,1,20,3,4870,3,8,6,1055.52,1055.52
2021-12-26,1,20,3,4870,3,6,4,1132.29,1132.29
2021-01-24,1,20,3,4870,3,7,1,1015.97,4063.88
2020-12-04,1,20,3,4870,3,8,6,1755.7,7022.8
2019-01-02,1,20,3,4870,3,7,1,2407.15,4814.3
2019-07-23,1,20,3,4870,3,5,2,3532.45,7064.9
2022-04-12,0,68,3,4509,16,0,7,5,10
2020-04-07,0,68,3,4509,16,0,7,1,2
2020-07-27,0,68,3,4509,16,6,4,2.49,12.45
2019-03-06,0,68,3,4509,16,8,6,5,25
2021-01-29,0,68,3,4509,16,3,5,4.95,9.9
2022-12-03,0,68,3,4509,16,6,4,23.91,71.73
2021-09-10,0,68,3,4509,16,1,3,10.56,31.68
2019-04-05,0,68,3,4509,16,1,3,9.98,9.98
2021-08-27,0,68,3,4509,16,5,2,21.98,65.94
2021-12-15,0,68,3,4509,16,3,5,16.73,50.19
2021-03-08,0,68,3,4509,16,3,5,15.84,63.36
2020-09-29,0,68,3,4509,16,9,0,46,138
2019-02-09,0,68,3,4509,16,9,0,45.82,137.46
2022-12-22,0,68,3,4509,16,8,6,58.92,117.84
2021-07-30,0,68,3,4509,16,0,7,43.89,43.89
2020-01-17,0,68,3,4509,16,5,2,66.96,133.92
2019-02-14,0,68,3,4509,16,6,4,108.74,543.7
2019-04-20,0,68,3,4509,16,5,2,98.94,395.76
2022-08-22,0,68,3,4509,16,9,0,100.57,201.14
2020-05-04,0,68,3,4509,16,1,3,291.8,291.8
2020-01-11,0,68,3,4509,16,2,8,260.88,1304.4
2021-11-27,0,68,3,4509,16,7,1,223.66,447.32
2020-03-15,0,68,3,4509,16,7,1,169.15,845.75
2019-09-14,0,68,3,4509,16,8,6,99.83,299.49
2020-11-27,0,68,3,4509,16,9,0,289.68,579.36
2021-01-25,0,68,3,4509,16,6,4,266.41,266.41
2019-10-01,0,68,3,4509,16,0,7,482.58,482.58
2020-09-02,0,68,3,4509,16,8,6,673.32,673.32
2021-07-22,0,68,3,4509,16,9,0,537.43,1612.29
2020-02-19,0,68,3,4509,16,6,4,657.28,1314.56
2020-09-23,0,68,3,4509,16,7,1,627.16,1254.32
2020-05-30,0,68,3,4509,16,4,9,361.99,1447.96
2019-11-09,0,68,3,4509,16,1,3,1881.48,9407.4
2021-04-20,0,68,3,4509,16,7,1,1044.62,3133.86
2021-09-16,0,68,3,4509,16,6,4,1446.79,7233.95
2020-05-25,0,68,3,4509,16,5,2,850.03,2550.09
2019-05-06,0,68,3,4509,16,4,9,940.05,2820.15
2022-08-19,0,68,3,4509,16,4,9,1175.92,4703.68
2022-09-06,0,68,3,4509,16,0,7,1133.06,2266.12
2019-09-27,0,68,3,4509,16,4,9,1196.47,5982.35
2022-05-27,0,68,3,4509,16,0,7,1237.3,6186.5
2022-09-22,0,68,3,4509,16,6,4,1907.01,5721.03
2021-08-31,0,68,3,4509,16,2,8,2704.44,13522.2
2022-04-23,0,68,3,4509,16,7,1,1851.73,9258.65
2022-09-26,0,68,3,4509,16,6,4,3181.77,9545.31
2022-07-19,0,68,3,4509,16,3,5,2078.18,10390.9
2019-02-27,0,68,3,4509,16,8,6,2740.72,10962.88
2021-06-03,0,68,3,4509,16,8,6,3764.03,15056.12
2020-01-29,0,68,3,4509,16,8,6,4268.02,21340.1
2019-12-18,0,68,3,4509,16,2,8,4944.85,9889.7
2019-02-13,0,68,3,4509,16,2,8,4815.21,19260.84
2019-06-08,0,68,3,4509,16,7,1,5587.72,22350.88
2022-10-23,0,68,3,4509,16,9,0,5807.25,17421.75
2020-02-18,0,68,3,4509,16,5,2,7353.26,22059.78
2021-01-10,1,60,6,3500,7,9,0,55,165
2020-12-14,1,60,6,3500,7,0,7,15,60
2019-02-06,1,60,6,3500,7,8,6,77,385
2021-01-02,1,60,6,3500,7,6,4,1,2
2021-09-01,1,60,6,3500,7,4,9,0,0
2021-01-20,1,60,6,3500,7,2,8,3.5,14
2020-01-17,1,60,6,3500,7,2,8,9,18
2019-11-21,1,60,6,3500,7,7,1,11.97,11.97
2022-05-20,1,60,6,3500,7,7,1,24.95,99.8
2022-10-21,1,60,6,3500,7,0,7,35.91,179.55
2019-10-09,1,60,6,3500,7,9,0,68.97,206.91
2022-01-05,1,60,6,3500,7,6,4,125.85,629.25
2020-02-20,1,60,6,3500,7,5,2,101.94,305.82
2019-08-24,1,60,6,3500,7,9,0,103.92,415.68
2022-05-30,1,60,6,3500,7,2,8,204.45,204.45
2022-03-06,1,60,6,3500,7,4,9,187.39,936.95
2020-08-03,1,60,6,3500,7,9,0,228.67,914.68
2021-09-01,1,60,6,3500,7,3,5,241.43,482.86
2022-01-07,1,60,6,3500,7,8,6,365.91,731.82
2021-06-22,1,60,6,3500,7,7,1,263.29,789.87
2020-03-15,1,60,6,3500,7,7,1,377.65,1132.95
2021-12-11,1,60,6,3500,7,6,4,570.11,570.11
2019-07-06,1,60,6,3500,7,6,4,477.32,1909.28
2021-11-20,1,60,6,3500,7,4,9,468.91,937.82
2019-05-19,1,60,6,3500,7,0,7,590.78,2953.9
2020-02-23,1,60,6,3500,7,0,7,574.3,1148.6
2019-12-04,1,60,6,3500,7,9,0,870.66,870.66
2018-12-19,1,60,6,3500,7,8,6,1224.28,1224.28
2021-04-05,1,60,6,3500,7,7,1,1074.23,1074.23
2020-02-27,1,60,6,3500,7,8,6,1260.2,1260.2
2021-06-23,1,60,6,3500,7,7,1,1725.85,8629.25
2020-03-16,1,60,6,3500,7,5,2,3917.39,7834.78
2021-07-19,1,17,3,4220,16,7,1,-19.98,99.9
2019-08-31,1,17,3,4220,16,7,1,12.99,38.97
2021-05-24,1,17,3,4220,16,3,5,1,1
2021-06-13,1,17,3,4220,16,5,2,13,26
2019-06-03,1,17,3,4220,16,4,9,3.98,11.94
2019-10-06,1,17,3,4220,16,9,0,5.99,17.97
2022-01-09,1,17,3,4220,16,6,4,3.99,3.99
2021-12-20,1,17,3,4220,16,7,1,12.99,12.99
2018-12-18,1,17,3,4220,16,6,4,32.89,98.67
2019-05-15,1,17,3,4220,16,4,9,46.92,46.92
2020-04-15,1,17,3,4220,16,5,2,27.97,139.85
2021-06-05,1,17,3,4220,16,8,6,71.96,143.92
2019-07-01,1,17,3,4220,16,9,0,48.97,146.91
2021-09-03,1,17,3,4220,16,4,9,71.95,287.8
2019-02-14,1,17,3,4220,16,5,2,104.93,419.72
2019-10-07,1,17,3,4220,16,0,7,85.9,429.5
2019-09-22,1,17,3,4220,16,2,8,131.51,394.53
2022-04-08,1,17,3,4220,16,2,8,212.73,212.73
2021-09-28,1,17,3,4220,16,3,5,,0
2022-01-30,1,17,3,4220,16,6,4,429.61,1718.44
2019-08-08,1,17,3,4220,16,6,4,199.7,798.8
2021-08-09,1,17,3,4220,16,9,0,194.85,194.85
2019-02-22,1,17,3,4220,16,7,1,535.65,1606.95
2019-03-01,1,17,3,4220,16,4,9,270.25,540.5
2022-09-07,1,17,3,4220,16,0,7,363.53,1817.65
2021-12-07,1,17,3,4220,16,8,6,604.86,1209.72
2021-04-11,1,17,3,4220,16,0,7,355.69,355.69
2020-01-02,1,17,3,4220,16,7,1,421.08,1263.24
2021-06-16,1,17,3,4220,16,2,8,629.4,1888.2
2022-07-08,1,17,3,4220,16,9,0,731.21,2193.63
2020-10-15,1,17,3,4220,16,6,4,1140.14,3420.42
2021-01-20,1,17,3,4220,16,8,6,1380.39,5521.56
2019-08-27,1,17,3,4220,16,8,6,1847.13,3694.26
2021-11-13,1,17,3,4220,16,7,1,1632,1632
2019-06-16,1,17,3,4220,16,5,2,1794.97,1794.97
2021-04-02,1,17,3,4220,16,7,1,2688.37,2688.37
2019-04-11,0,4,6,3018,2,0,7,23.76,23.76
2021-01-09,0,4,6,3018,2,5,2,5,10
2022-08-30,0,4,6,3018,2,5,2,49,245
2019-01-24,0,4,6,3018,2,9,0,4,12
2020-03-27,0,4,6,3018,2,4,9,2,10
2022-11-17,0,4,6,3018,2,6,4,2.99,11.96
2020-02-19,0,4,6,3018,2,9,0,5.98,11.96
2020-03-22,0,4,6,3018,2,0,7,5.97,11.94
2022-09-17,0,4,6,3018,2,0,7,16.39,16.39
2022-04-10,0,4,6,3018,2,0,7,9.98,29.94
2022-08-25,0,4,6,3018,2,2,8,23.94,47.88
2019-10-27,0,4,6,3018,2,9,0,51.95,259.75
2022-04-05,0,4,6,3018,2,8,6,16,48
2022-08-19,0,4,6,3018,2,8,6,41.86,41.86
2018-12-13,0,4,6,3018,2,5,2,31.96,95.88
2021-09-20,0,4,6,3018,2,5,2,27.98,55.96
2021-02-17,0,4,6,3018,2,8,6,25.98,129.9
2019-11-30,0,4,6,3018,2,2,8,59.99,299.95
2019-08-12,0,4,6,3018,2,9,0,67.66,202.98
2021-02-09,0,4,6,3018,2,5,2,59.94,119.88
2020-07-17,0,4,6,3018,2,6,4,91.85,459.25
2020-12-30,0,4,6,3018,2,1,3,263.47,263.47
2021-08-03,0,4,6,3018,2,7,1,113.78,568.9
2020-12-01,0,4,6,3018,2,6,4,123.71,494.84
2019-08-20,0,4,6,3018,2,5,2,141.77,425.31
2018-12-29,0,4,6,3018,2,2,8,248.79,1243.95
2020-10-15,0,4,6,3018,2,7,1,130.74,130.74
2019-07-07,0,4,6,3018,2,6,4,179.67,539.01
2019-04-26,0,4,6,3018,2,4,9,268.72,268.72
2021-09-03,0,4,6,3018,2,7,1,338.92,1016.76
2020-10-23,0,4,6,3018,2,0,7,200.66,1003.3
2019-10-09,0,4,6,3018,2,1,3,661.03,2644.12
2019-04-24,0,4,6,3018,2,1,3,455.02,1365.06
2020-05-06,0,4,6,3018,2,7,1,561,1683
2019-10-26,0,4,6,3018,2,9,0,413.6,827.2
2019-03-18,0,4,6,3018,2,4,9,568.33,568.33
2021-06-26,0,4,6,3018,2,8,6,915.2,915.2
2018-12-25,0,4,6,3018,2,7,1,807.23,3228.92
2019-11-19,0,4,6,3018,2,6,4,1122.8,3368.4
2019-10-27,0,4,6,3018,2,3,5,1283.8,6419
2021-01-16,0,4,6,3018,2,1,3,2346.42,9385.68
2021-06-18,0,4,6,3018,2,0,7,1375.24,4125.72
2020-08-22,0,4,6,3018,2,8,6,1563.43,6253.72
2020-01-27,0,4,6,3018,2,7,1,1809.82,5429.46
2020-05-20,0,4,6,3018,2,0,7,1892.68,5678.04
2021-05-19,0,4,6,3018,2,6,4,2389.79,11948.95
2020-08-14,0,4,6,3018,2,9,0,2273.35,4546.7
2021-09-07,0,4,6,3018,2,4,9,2181.21,10906.05
2022-02-17,0,4,6,3018,2,2,8,4273.76,12821.28
2019-01-23,0,4,6,3018,2,8,6,3251.08,6502.16
2019-03-28,0,4,6,3018,2,6,4,3298.36,3298.36
2022-10-06,0,4,6,3018,2,8,6,4884.81,4884.81
2018-12-16,0,4,6,3018,2,2,8,4544.06,9088.12
2019-11-23,0,4,6,3018,2,6,4,4624.97,18499.88
2021-12-14,0,4,6,3018,2,2,8,4861.68,14585.04
2020-06-15,0,4,6,3018,2,7,1,4418.84,22094.2
2021-05-17,0,4,6,3018,2,9,0,5522.4,22089.6
2021-03-23,0,4,6,3018,2,5,2,7430.48,37152.4
2019-10-10,0,53,1,2480,4,5,2,70,70
2020-07-29,0,53,1,2480,4,6,4,19.97,39.94
2020-12-17,0,53,1,2480,4,0,7,0.25,0.25
2021-12-22,0,53,1,2480,4,7,1,1.98,3.96
2021-03-29,0,53,1,2480,4,3,5,1.99,1.99
2019-05-22,0,53,1,2480,4,6,4,2.99,2.99
2019-06-07,0,53,1,2480,4,6,4,6,12
2021-03-01,0,53,1,2480,4,6,4,2.99,11.96
2020-03-16,0,53,1,2480,4,6,4,5.99,29.95
2021-01-05,0,53,1,2480,4,3,5,3.96,19.8
2019-09-21,0,53,1,2480,4,1,3,4.99,19.96
2021-11-10,0,53,1,2480,4,6,4,9.96,19.92
2020-09-04,0,53,1,2480,4,7,1,5.99,17.97
2021-09-23,0,53,1,2480,4,1,3,31.77,63.54
2022-11-13,0,53,1,2480,4,5,2,14.5,29
2021-06-29,0,53,1,2480,4,9,0,13.98,27.96
2022-08-23,0,53,1,2480,4,8,6,9.98,19.96
2022-09-10,0,53,1,2480,4,9,0,34.93,174.65
2022-01-04,0,53,1,2480,4,0,7,32.94,131.76
2019-11-25,0,53,1,2480,4,4,9,41.26,206.3
2021-04-11,0,53,1,2480,4,6,4,25.87,103.48
2021-01-24,0,53,1,2480,4,5,2,47.14,188.56
2019-03-25,0,53,1,2480,4,9,0,46.85,140.55
2022-07-31,0,53,1,2480,4,6,4,66.87,66.87
2021-12-07,0,53,1,2480,4,1,3,152.64,305.28
2021-09-16,0,53,1,2480,4,4,9,79.84,79.84
2020-07-27,0,53,1,2480,4,5,2,57.97,115.94
2020-07-13,0,53,1,2480,4,9,0,102.58,512.9
2020-02-24,0,53,1,2480,4,2,8,216.93,650.79
2021-03-18,0,53,1,2480,4,7,1,195.01,390.02
2019-04-21,0,53,1,2480,4,9,0,219.64,878.56
2021-01-15,0,53,1,2480,4,7,1,385.71,771.42
2019-07-09,0,53,1,2480,4,8,6,389.04,1167.12
2020-03-14,0,53,1,2480,4,7,1,390.54,1952.7
2021-11-22,0,53,1,2480,4,7,1,440.79,440.79
2021-01-29,0,53,1,2480,4,9,0,562.45,1124.9
2022-09-10,0,53,1,2480,4,4,9,851.65,3406.6
2022-07-25,0,53,1,2480,4,6,4,1136.99,4547.96
2022-10-22,0,53,1,2480,4,1,3,2042.54,4085.08
2020-10-17,0,53,1,2480,4,5,2,902.05,1804.1
2020-11-24,0,53,1,2480,4,6,4,991.73,2975.19
2019-07-13,0,53,1,2480,4,3,5,1100.1,2200.2
2020-05-03,0,53,1,2480,4,4,9,590.89,2954.45
2019-03-11,0,53,1,2480,4,4,9,1077.45,2154.9
2022-08-31,0,53,1,2480,4,6,4,1229.97,2459.94
2021-07-13,0,53,1,2480,4,0,7,1131.5,2263
2020-07-07,0,53,1,2480,4,7,1,1451.23,4353.69
2022-10-27,0,53,1,2480,4,4,9,,
2021-05-20,0,53,1,2480,4,8,6,1891.52,1891.52
2022-02-11,0,53,1,2480,4,0,7,1547.87,4643.61
2019-02-16,0,53,1,2480,4,2,8,2747.35,2747.35
2019-11-15,0,53,1,2480,4,2,8,2783.86,5567.72
2020-10-27,0,53,1,2480,4,6,4,2875.63,5751.26
2019-08-29,0,53,1,2480,4,2,8,3028.52,9085.56
2022-02-24,0,53,1,2480,4,8,6,3226.03,12904.12
2021-05-26,0,53,1,2480,4,8,6,3753.82,3753.82
2020-06-25,0,53,1,2480,4,5,2,4211.3,21056.5
2019-08-10,0,53,1,2480,4,7,1,4431.69,22158.45
2020-03-18,0,53,1,2480,4,9,0,5352.96,5352.96
2021-06-30,1,40,3,4680,1,9,0,1,5
2020-08-28,1,40,3,4680,1,2,8,6,18
2022-11-20,1,40,3,4680,1,0,7,0.49,1.47
2021-01-29,1,40,3,4680,1,2,8,3.5,3.5
2020-01-31,1,40,3,4680,1,6,4,3.99,19.95
2021-11-16,1,40,3,4680,1,6,4,10.98,10.98
2021-12-26,1,40,3,4680,1,5,2,8.97,8.97
2019-11-22,1,40,3,4680,1,3,5,9.98,49.9
2021-01-31,1,40,3,4680,1,5,2,7.99,7.99
2020-10-20,1,40,3,4680,1,0,7,27.98,27.98
2022-10-13,1,40,3,4680,1,9,0,43.96,131.88
2022-04-04,1,40,3,4680,1,9,0,51.96,51.96
2021-11-21,1,40,3,4680,1,4,9,75.9,151.8
2020-09-29,1,40,3,4680,1,9,0,74.75,149.5
2021-06-12,1,40,3,4680,1,8,6,140.85,140.85
2021-10-10,1,40,3,4680,1,2,8,200,400
2021-04-12,1,40,3,4680,1,0,7,258.06,516.12
2021-07-15,1,40,3,4680,1,6,4,210.61,210.61
2019-10-02,1,40,3,4680,1,3,5,180.63,722.52
2019-11-25,1,40,3,4680,1,7,1,212.05,424.1
2019-11-17,1,40,3,4680,1,7,1,215.86,215.86
2020-02-16,1,40,3,4680,1,7,1,345.71,1382.84
2020-04-12,1,40,3,4680,1,4,9,282.09,1410.45
2019-08-13,1,40,3,4680,1,4,9,296.71,890.13
2022-02-10,1,40,3,4680,1,8,6,523.81,1571.43
2018-12-29,1,40,3,4680,1,6,4,634.1,3170.5
2021-05-29,1,40,3,4680,1,9,0,693.74,3468.7
2022-09-24,1,40,3,4680,1,8,6,767.43,1534.86
2021-11-24,1,40,3,4680,1,0,7,744.6,2233.8
2021-10-29,1,40,3,4680,1,7,1,1256.07,3768.21
2020-03-10,1,40,3,4680,1,7,1,1152.66,1152.66
2019-11-10,1,40,3,4680,1,8,6,1935.11,7740.44
2020-08-12,1,40,3,4680,1,5,2,2565.12,12825.6
2020-04-21,1,86,1,2120,10,7,1,80.14,400.7
2021-01-08,1,86,1,2120,10,9,0,6,24
2020-08-09,1,86,1,2120,10,3,5,2.45,2.45
2019-04-15,1,86,1,2120,10,1,3,9.98,39.92
2021-05-30,1,86,1,2120,10,2,8,25.97,77.91
2020-03-20,1,86,1,2120,10,9,0,20.97,83.88
2020-11-01,1,86,1,2120,10,9,0,23.97,71.91
2021-06-19,1,86,1,2120,10,5,2,14.99,74.95
2020-10-26,1,86,1,2120,10,0,7,29.96,119.84
2020-09-17,1,86,1,2120,10,5,2,80.91,404.55
2021-03-27,1,86,1,2120,10,2,8,61.5,184.5
2020-10-26,1,86,1,2120,10,4,9,43.59,130.77
2020-08-24,1,86,1,2120,10,6,4,51.9,155.7
2019-03-09,1,86,1,2120,10,8,6,50.83,50.83
2019-01-21,1,86,1,2120,10,4,9,136.27,681.35
2019-10-13,1,86,1,2120,10,8,6,107.64,107.64
2022-10-04,1,86,1,2120,10,2,8,212.65,637.95
2021-08-17,1,86,1,2120,10,9,0,194.87,194.87
2021-03-12,1,86,1,2120,10,6,4,222.6,222.6
2021-03-06,1,86,1,2120,10,6,4,215.82,215.82
2021-11-18,1,86,1,2120,10,9,0,226.8,226.8
2018-12-19,1,86,1,2120,10,7,1,540.8,1081.6
2019-07-29,1,86,1,2120,10,4,9,439.73,879.46
2019-06-25,1,86,1,2120,10,9,0,451.42,451.42
2022-05-04,1,86,1,2120,10,0,7,555.18,1665.54
2022-11-04,1,86,1,2120,10,7,1,571.32,1713.96
2022-02-22,1,86,1,2120,10,3,5,579.81,579.81
2020-06-30,1,86,1,2120,10,8,6,904.79,3619.16
2022-10-02,1,86,1,2120,10,0,7,658.96,1976.88
2021-02-17,1,86,1,2120,10,8,6,1052.18,5260.9
2019-09-12,1,86,1,2120,10,6,4,1324.73,3974.19
2020-06-27,1,86,1,2120,10,8,6,1352.89,6764.45
