,Unnamed: 0,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Inventory,date_difference,Sales.1,Inventory
2450,2450,2,225,0,0,329,30,10011,1,1,10,18.75,5.0,0.0,9.0,18.75,5,18.75,18.75
2451,2451,2,225,0,0,329,30,10011,1,2,13,119.7,6.0,0.0,31.122,598.5,5,119.7,598.5
2452,2452,2,225,0,0,329,30,10011,1,1,3,9.144,3.0,0.2,3.0861,36.576,5,9.144,36.576
2453,2453,2,225,0,0,329,30,10011,1,2,0,57.06,3.0,0.0,18.2592,114.12,5,57.06,114.12
2454,2454,2,225,0,0,329,30,10011,1,2,0,71.6,8.0,0.0,13.604,71.6,5,71.6,71.6
2455,2455,2,225,0,0,329,30,10011,1,1,14,107.44,8.0,0.0,27.9344,429.76,5,107.44,429.76
2456,2456,2,225,0,0,329,30,10011,1,1,10,7.31,1.0,0.0,3.4357,14.62,5,7.31,14.62
2457,2457,2,225,0,0,329,30,10011,1,1,2,59.1,6.0,0.0,22.458,236.4,5,59.1,236.4
2458,2458,2,225,0,0,329,30,10011,1,1,14,46.53,3.0,0.0,12.0978,93.06,5,46.53,93.06
2459,2459,3,342,0,0,378,28,7060,1,1,1,97.84,2.0,0.0,25.4384,97.84,6,97.84,97.84
2460,2460,2,690,0,0,452,45,98115,3,1,12,29.97,3.0,0.0,13.4865,89.91,2,29.97,89.91
2461,2461,2,690,0,0,452,45,98115,3,1,3,98.352,3.0,0.2,34.4232,196.704,2,98.352,196.704
2462,2462,3,162,0,0,329,30,10009,1,1,3,83.92,5.0,0.2,29.372,167.84,6,83.92,167.84
2463,2463,3,162,0,0,329,30,10009,1,1,3,14.624,2.0,0.2,5.1184,14.624,6,14.624,14.624
2464,2464,3,162,0,0,329,30,10009,1,2,13,136.99,1.0,0.0,36.9873,273.98,6,136.99,273.98
2465,2465,3,162,0,0,329,30,10009,1,1,10,3.15,1.0,0.0,1.512,3.15,6,3.15,3.15
2466,2466,3,542,0,0,331,44,23602,2,1,12,9.11,1.0,0.0,4.0995,27.33,4,9.11,27.33
2467,2467,3,542,0,0,331,44,23602,2,1,14,571.44,4.0,0.0,165.7176,2857.2,4,571.44,2857.2
2468,2468,3,542,0,0,331,44,23602,2,1,12,32.4,5.0,0.0,15.552,32.4,4,32.4,32.4
2469,2469,3,542,0,0,331,44,23602,2,1,14,16.91,1.0,0.0,4.5657,33.82,4,16.91,33.82
2470,2470,3,127,0,0,150,31,28314,2,0,9,14.272,8.0,0.2,4.2816,28.544,6,14.272,28.544
2471,2471,3,127,0,0,150,31,28314,2,0,4,451.136,4.0,0.2,-67.6704,1353.408,6,451.136,1353.408
2472,2472,3,127,0,0,150,31,28314,2,1,1,64.864,4.0,0.2,6.4864,129.728,6,64.864,129.728
2473,2473,0,613,0,0,266,3,90032,3,0,5,217.584,2.0,0.2,-29.9178,1087.92,3,217.584,1087.92
2474,2474,0,613,0,0,266,3,90032,3,2,0,82.95,5.0,0.0,29.0325,82.95,3,82.95,82.95
2475,2475,0,613,0,0,266,3,90032,3,1,10,87.71,7.0,0.0,41.2237,87.71,3,87.71,87.71
2476,2476,0,613,0,0,266,3,90032,3,1,1,1101.48,4.0,0.0,429.5772,4405.92,3,1101.48,4405.92
2477,2477,2,311,1,0,266,3,90036,3,0,16,1322.352,3.0,0.2,-99.1764,3967.056,4,1322.352,3967.056
2478,2478,3,188,0,0,329,30,10011,1,1,2,5.46,3.0,0.0,1.4742,16.38,6,5.46,16.38
2479,2479,3,285,0,0,109,41,75220,0,1,15,11.184,1.0,0.2,0.8388,55.92,6,11.184,55.92
2480,2480,3,285,0,0,109,41,75220,0,1,14,153.584,2.0,0.2,-32.6366,460.752,6,153.584,460.752
2481,2481,3,13,0,0,452,45,98105,3,1,14,1003.62,6.0,0.0,0.0,2007.24,7,1003.62,2007.24
2482,2482,3,445,2,0,452,45,98105,3,2,13,35.168,4.0,0.2,11.4296,175.84,6,35.168,175.84
2483,2483,3,445,2,0,452,45,98105,3,0,16,1137.75,5.0,0.0,250.305,4551,6,1137.75,4551.0
2484,2484,3,445,2,0,452,45,98105,3,1,3,99.68,5.0,0.2,32.396,498.4,6,99.68,498.4
2485,2485,3,445,2,0,452,45,98105,3,1,2,5.56,2.0,0.0,1.4456,5.56,6,5.56,5.56
2486,2486,2,167,1,0,330,6,19711,1,1,14,85.52,2.0,0.0,22.2352,342.08,2,85.52,342.08
2487,2487,2,167,1,0,330,6,19711,1,1,2,9.84,3.0,0.0,2.6568,19.68,2,9.84,19.68
2488,2488,2,167,1,0,330,6,19711,1,1,12,20.04,3.0,0.0,9.6192,100.2,2,20.04,100.2
2489,2489,2,748,0,0,329,30,10024,1,2,13,631.96,4.0,0.0,303.3408,631.96,4,631.96,631.96
2490,2490,2,748,0,0,329,30,10024,1,1,12,23.92,4.0,0.0,10.764,23.92,4,23.92,23.92
2491,2491,2,421,0,0,266,3,90049,3,1,12,90.24,6.0,0.0,41.5104,90.24,2,90.24,90.24
2492,2492,3,389,0,0,217,30,14701,1,2,13,4548.81,7.0,0.0,1228.1787,18195.24,4,4548.81,18195.24
2493,2493,2,430,0,0,207,41,77095,0,0,16,300.93,5.0,0.3,-34.392,300.93,4,300.93,300.93
2494,2494,2,430,0,0,207,41,77095,0,2,13,719.96,5.0,0.2,53.997,3599.8,4,719.96,3599.8
2495,2495,3,703,0,0,302,12,46544,0,0,5,647.84,8.0,0.0,32.392,2591.36,6,647.84,2591.36
2496,2496,3,119,2,0,437,3,92037,3,1,14,64.17,3.0,0.0,18.6093,256.68,5,64.17,256.68
2497,2497,3,119,2,0,437,3,92037,3,1,7,124.46,2.0,0.0,58.4962,124.46,5,124.46,124.46
2498,2498,3,92,1,0,438,3,94109,3,1,3,9.584,1.0,0.2,3.3544,9.584,5,9.584,9.584
2499,2499,0,188,0,0,295,8,33178,2,1,7,37.608,3.0,0.2,12.6927,112.824,1,37.608,112.824
2500,2500,0,478,1,0,457,11,60076,0,1,12,12.224,2.0,0.2,4.4312,24.448,3,12.224,24.448
2501,2501,0,478,1,0,457,11,60076,0,1,3,2.304,4.0,0.8,-3.5712,9.216,3,2.304,9.216
2502,2502,0,478,1,0,457,11,60076,0,1,3,9.36,4.0,0.8,-16.38,9.36,3,9.36,9.36
2503,2503,3,619,0,0,438,3,94110,3,1,10,7.38,2.0,0.0,3.4686,7.38,5,7.38,7.38
2504,2504,2,441,0,0,438,3,94122,3,1,14,53.72,4.0,0.0,15.0416,53.72,2,53.72,53.72
2505,2505,2,441,0,0,438,3,94122,3,1,15,8187.65,5.0,0.0,327.506,24562.95,2,8187.65,24562.95
2506,2506,2,441,0,0,438,3,94122,3,0,9,77.92,8.0,0.0,34.2848,233.76,2,77.92,233.76
2507,2507,1,627,0,0,207,41,77070,0,1,1,32.784,4.0,0.8,-85.2384,163.92,0,32.784,163.92
2508,2508,3,490,1,0,266,3,90045,3,2,13,196.776,3.0,0.2,14.7582,983.88,6,196.776,983.88
2509,2509,3,490,1,0,266,3,90045,3,2,0,479.94,6.0,0.0,52.7934,479.94,6,479.94,479.94
2510,2510,3,61,2,0,345,34,73120,0,1,14,1117.92,4.0,0.0,55.896,5589.6,5,1117.92,5589.6
2511,2511,0,436,0,0,308,16,71203,2,2,0,106.5,6.0,0.0,41.535,532.5,1,106.5,532.5
2512,2512,3,192,2,0,473,8,33614,2,1,3,45.66,5.0,0.7,-33.484,136.98,4,45.66,136.98
2513,2513,3,102,1,0,80,11,60623,0,2,0,95.968,4.0,0.2,1.1996,95.968,6,95.968,95.968
2514,2514,3,102,1,0,80,11,60623,0,0,5,47.992,2.0,0.3,-2.0568,95.984,6,47.992,95.984
2515,2515,3,578,0,0,46,33,43402,1,1,14,264.32,2.0,0.2,19.824,528.64,5,264.32,528.64
2516,2516,3,605,0,0,207,41,77095,0,1,7,604.656,9.0,0.2,204.0714,1813.968,7,604.656,1813.968
2517,2517,3,237,1,0,515,28,7090,1,0,9,129.93,3.0,0.0,12.993,389.79,5,129.93,389.79
2518,2518,3,184,2,0,345,34,73120,0,1,10,20.16,7.0,0.0,9.8784,60.48,6,20.16,60.48
2519,2519,3,184,2,0,345,34,73120,0,1,10,29.46,6.0,0.0,14.4354,117.84,6,29.46,117.84
2520,2520,3,184,2,0,345,34,73120,0,1,1,868.59,3.0,0.0,251.8911,868.59,6,868.59,868.59
2521,2521,3,184,2,0,345,34,73120,0,1,12,12.96,2.0,0.0,6.2208,12.96,6,12.96,12.96
2522,2522,3,184,2,0,345,34,73120,0,2,13,5.5,1.0,0.0,1.375,27.5,6,5.5,27.5
2523,2523,3,184,2,0,345,34,73120,0,1,3,121.6,4.0,0.0,55.936,243.2,6,121.6,243.2
2524,2524,3,746,0,0,207,41,77041,0,1,2,42.048,9.0,0.2,5.256,84.096,4,42.048,84.096
2525,2525,3,746,0,0,207,41,77041,0,2,0,25.488,2.0,0.2,4.4604,50.976,4,25.488,50.976
2526,2526,3,746,0,0,207,41,77041,0,1,3,6.9,3.0,0.8,-12.075,13.8,4,6.9,13.8
2527,2527,3,746,0,0,207,41,77041,0,1,3,9.648,6.0,0.8,-16.884,48.24,4,9.648,48.24
2528,2528,3,746,0,0,207,41,77041,0,1,12,7.968,2.0,0.2,2.8884,23.904,4,7.968,23.904
2529,2529,3,192,2,0,153,8,33311,2,1,12,10.368,2.0,0.2,3.6288,31.104,5,10.368,31.104
2530,2530,3,232,1,0,258,2,72209,2,1,12,114.2,5.0,0.0,52.532,228.4,4,114.2,228.4
2531,2531,3,232,1,0,258,2,72209,2,1,3,17.96,4.0,0.0,8.2616,89.8,4,17.96,89.8
2532,2532,3,232,1,0,258,2,72209,2,1,8,12.67,7.0,0.0,4.5612,38.01,4,12.67,38.01
2533,2533,3,232,1,0,258,2,72209,2,2,0,339.96,4.0,0.0,122.3856,339.96,4,339.96,339.96
2534,2534,2,231,1,0,374,36,19120,1,1,14,1801.632,6.0,0.2,-337.806,7206.528,3,1801.632,7206.528
2535,2535,0,476,1,0,232,3,92253,3,2,0,46.32,4.0,0.0,18.0648,231.6,2,46.32,231.6
2536,2536,2,689,0,0,86,33,44105,1,0,5,181.986,2.0,0.3,-54.5958,909.93,2,181.986,909.93
2537,2537,2,689,0,0,86,33,44105,1,2,13,431.976,4.0,0.4,-100.7944,431.976,2,431.976,431.976
2538,2538,2,689,0,0,86,33,44105,1,2,13,155.37,1.0,0.4,-36.253,155.37,2,155.37,155.37
2539,2539,1,252,1,0,438,3,94122,3,0,5,1348.704,6.0,0.2,-219.1644,1348.704,0,1348.704,1348.704
2540,2540,1,252,1,0,438,3,94122,3,0,5,700.152,3.0,0.2,78.7671,700.152,0,700.152,700.152
2541,2541,3,439,1,0,451,1,85254,3,0,9,111.888,7.0,0.2,22.3776,223.776,4,111.888,223.776
2542,2542,2,570,1,0,374,36,19134,1,1,1,143.952,3.0,0.2,14.3952,431.856,5,143.952,431.856
2543,2543,3,47,2,0,273,19,2148,1,0,4,173.94,3.0,0.0,13.9152,695.76,6,173.94,695.76
2544,2544,3,47,2,0,273,19,2148,1,1,10,14.76,4.0,0.0,6.9372,73.8,6,14.76,73.8
2545,2545,3,381,0,0,440,3,95123,3,1,14,205.92,4.0,0.0,2.0592,205.92,4,205.92,205.92
2546,2546,3,381,0,0,440,3,95123,3,0,4,102.833,1.0,0.15,-6.049,205.666,4,102.833,205.666
2547,2547,3,389,0,0,375,1,85023,3,1,2,2.304,1.0,0.2,0.2592,9.216,6,2.304,9.216
2548,2548,3,389,0,0,375,1,85023,3,2,13,1879.96,5.0,0.2,211.4955,5639.88,6,1879.96,5639.88
2549,2549,3,389,0,0,375,1,85023,3,1,12,313.024,8.0,0.2,105.6456,1252.096,6,313.024,1252.096
2550,2550,3,389,0,0,375,1,85023,3,1,10,5.04,2.0,0.2,1.764,5.04,6,5.04,5.04
2551,2551,3,6,0,0,194,15,42420,2,0,9,821.88,6.0,0.0,213.6888,2465.64,4,821.88,2465.64
2552,2552,3,6,0,0,194,15,42420,2,1,3,21.96,2.0,0.0,10.7604,109.8,4,21.96,109.8
2553,2553,3,583,2,0,93,38,29203,2,1,12,25.92,4.0,0.0,12.4416,103.68,4,25.92,103.68
2554,2554,3,383,0,0,471,8,32303,2,2,13,705.544,7.0,0.2,70.5544,2822.176,5,705.544,2822.176
2555,2555,3,609,0,0,329,30,10035,1,2,0,50,2.0,0.0,12.0,100,4,50.0,100.0
2556,2556,3,73,1,0,207,41,77070,0,0,9,51.712,8.0,0.6,-32.32,206.848,6,51.712,206.848
2557,2557,3,78,1,0,102,8,33065,2,1,1,6.992,2.0,0.2,0.5244,27.968,6,6.992,27.968
2558,2558,3,732,0,0,351,42,84057,3,0,4,1406.86,7.0,0.0,140.686,1406.86,4,1406.86,1406.86
2559,2559,3,732,0,0,351,42,84057,3,1,10,15.75,5.0,0.0,7.56,15.75,4,15.75,15.75
2560,2560,3,732,0,0,351,42,84057,3,1,14,323.1,2.0,0.0,61.389,1615.5,4,323.1,1615.5
2561,2561,3,485,0,0,323,40,37211,2,1,10,9.216,4.0,0.2,3.3408,18.432,6,9.216,18.432
2562,2562,3,485,0,0,323,40,37211,2,1,12,10.368,2.0,0.2,3.6288,10.368,6,10.368,10.368
2563,2563,2,320,1,0,329,30,10009,1,2,0,15.02,1.0,0.0,2.7036,75.1,5,15.02,75.1
2564,2564,2,320,1,0,329,30,10009,1,1,14,33.82,2.0,0.0,9.1314,169.1,5,33.82,169.1
2565,2565,0,108,0,0,46,15,42104,2,2,0,71,4.0,0.0,27.69,213,3,71.0,213.0
2566,2566,2,678,0,0,37,45,98226,3,1,3,25.12,5.0,0.2,7.85,50.24,2,25.12,50.24
2567,2567,2,678,0,0,37,45,98226,3,0,16,2665.62,9.0,0.0,239.9058,10662.48,2,2665.62,10662.48
2568,2568,3,706,1,0,329,30,10011,1,1,14,478.08,8.0,0.0,133.8624,1434.24,4,478.08,1434.24
2569,2569,1,190,1,0,330,33,43055,1,2,13,164.388,2.0,0.4,-35.6174,821.94,0,164.388,821.94
2570,2570,1,190,1,0,330,33,43055,1,1,2,13.248,4.0,0.2,3.6432,26.496,0,13.248,26.496
2571,2571,3,776,2,0,525,11,60098,0,1,2,2.912,2.0,0.2,0.91,8.736,5,2.912,8.736
2572,2572,2,147,0,0,67,41,75007,0,2,0,1399.944,7.0,0.2,52.4979,6999.72,3,1399.944,6999.72
2573,2573,3,686,2,0,233,12,47905,0,0,9,526.45,5.0,0.0,31.587,1052.9,5,526.45,1052.9
2574,2574,3,657,1,0,94,9,31907,2,1,7,16.23,3.0,0.0,7.9527,64.92,5,16.23,64.92
2575,2575,3,657,1,0,94,9,31907,2,1,3,319.9,5.0,0.0,156.751,1279.6,5,319.9,1279.6
2576,2576,3,657,1,0,94,9,31907,2,1,7,11.36,2.0,0.0,5.3392,22.72,5,11.36,22.72
2577,2577,3,657,1,0,94,9,31907,2,1,1,675.12,3.0,0.0,290.3016,1350.24,5,675.12,1350.24
2578,2578,3,697,2,0,4,44,22304,2,0,9,62.82,3.0,0.0,30.7818,314.1,5,62.82,314.1
2579,2579,3,697,2,0,4,44,22304,2,1,14,489.92,8.0,0.0,0.0,1959.68,5,489.92,1959.68
2580,2580,3,697,2,0,4,44,22304,2,1,12,19.44,3.0,0.0,9.3312,58.32,5,19.44,58.32
2581,2581,3,697,2,0,4,44,22304,2,1,12,16.68,2.0,0.0,8.34,66.72,5,16.68,66.72
2582,2582,3,697,2,0,4,44,22304,2,2,13,155.35,13.0,0.0,0.0,621.4,5,155.35,621.4
2583,2583,3,697,2,0,4,44,22304,2,0,9,12.42,3.0,0.0,4.4712,12.42,5,12.42,12.42
2584,2584,3,697,2,0,4,44,22304,2,2,13,187.98,2.0,0.0,52.6344,187.98,5,187.98,187.98
2585,2585,3,148,1,0,186,41,76117,0,1,7,6.608,2.0,0.2,2.1476,13.216,7,6.608,13.216
2586,2586,3,617,0,0,329,30,10024,1,1,14,248.57,7.0,0.0,67.1139,745.71,6,248.57,745.71
2587,2587,3,617,0,0,329,30,10024,1,0,9,22.23,1.0,0.0,9.7812,66.69,6,22.23,66.69
2588,2588,3,66,2,0,266,3,90004,3,1,14,5.98,1.0,0.0,1.0166,29.9,4,5.98,29.9
2589,2589,3,66,2,0,266,3,90004,3,2,13,246.168,3.0,0.2,21.5397,246.168,4,246.168,246.168
2590,2590,3,672,0,0,518,11,60090,0,0,9,14.136,2.0,0.6,-7.7748,42.408,6,14.136,42.408
2591,2591,3,672,0,0,518,11,60090,0,0,16,601.47,3.0,0.5,-300.735,1804.41,6,601.47,1804.41
2592,2592,2,649,1,0,468,38,29483,2,2,13,79.1,2.0,0.0,39.55,79.1,2,79.1,79.1
2593,2593,2,649,1,0,468,38,29483,2,1,3,327.84,8.0,0.0,157.3632,1311.36,2,327.84,1311.36
2594,2594,3,109,1,0,94,12,47201,0,1,7,180.96,2.0,0.0,81.432,542.88,4,180.96,542.88
2595,2595,3,109,1,0,94,12,47201,0,1,3,914.97,3.0,0.0,411.7365,2744.91,4,914.97,2744.91
2596,2596,3,109,1,0,94,12,47201,0,2,13,587.97,3.0,0.0,158.7519,1763.91,4,587.97,1763.91
2597,2597,3,109,1,0,94,12,47201,0,1,14,530.34,2.0,0.0,95.4612,2651.7,4,530.34,2651.7
2598,2598,3,109,1,0,94,12,47201,0,1,12,14.94,3.0,0.0,7.3206,29.88,4,14.94,29.88
2599,2599,3,664,0,0,329,30,10024,1,1,1,121.94,2.0,0.0,35.3626,487.76,6,121.94,487.76
2600,2600,3,664,0,0,329,30,10024,1,1,15,122.71,7.0,0.0,36.813,245.42,6,122.71,245.42
2601,2601,1,250,0,0,329,30,10035,1,1,12,14.94,3.0,0.0,7.0218,14.94,0,14.94,14.94
2602,2602,1,250,0,0,329,30,10035,1,2,11,1349.85,3.0,0.0,364.4595,5399.4,0,1349.85,5399.4
2603,2603,1,250,0,0,329,30,10035,1,0,4,136.784,1.0,0.2,5.1294,273.568,0,136.784,273.568
2604,2604,1,250,0,0,329,30,10035,1,0,9,61.12,4.0,0.0,20.7808,61.12,0,61.12,61.12
2605,2605,3,428,1,0,216,8,32216,2,1,3,1.167,1.0,0.7,-0.8558,2.334,5,1.167,2.334
2606,2606,3,524,2,0,437,3,92024,3,1,2,16.99,1.0,0.0,4.9271,67.96,6,16.99,67.96
2607,2607,3,504,1,0,16,41,76017,0,2,0,24.672,3.0,0.2,0.0,49.344,5,24.672,49.344
2608,2608,3,504,1,0,16,41,76017,0,1,10,2.52,1.0,0.2,0.882,7.56,5,2.52,7.56
2609,2609,3,504,1,0,16,41,76017,0,0,16,1218.735,5.0,0.3,-121.8735,4874.94,5,1218.735,4874.94
2610,2610,3,504,1,0,16,41,76017,0,1,10,5.904,2.0,0.2,1.9926,29.52,5,5.904,29.52
2611,2611,3,504,1,0,16,41,76017,0,1,12,15.696,3.0,0.2,5.1012,78.48,5,15.696,78.48
2612,2612,3,504,1,0,16,41,76017,0,0,9,6.096,3.0,0.6,-3.9624,30.48,5,6.096,30.48
2613,2613,3,89,1,0,266,3,90045,3,0,5,41.568,2.0,0.2,2.598,207.84,7,41.568,207.84
2614,2614,3,19,1,0,266,3,90049,3,0,5,230.28,3.0,0.2,23.028,1151.4,7,230.28,1151.4
2615,2615,3,19,1,0,266,3,90049,3,1,3,18.288,6.0,0.2,5.715,18.288,7,18.288,18.288
2616,2616,3,489,0,0,438,3,94110,3,1,10,5.78,2.0,0.0,2.7166,11.56,4,5.78,11.56
2617,2617,3,489,0,0,438,3,94110,3,1,3,121.68,13.0,0.2,38.025,121.68,4,121.68,121.68
2618,2618,3,375,1,0,65,29,88220,3,1,2,4.17,3.0,0.0,1.0842,8.34,4,4.17,8.34
2619,2619,3,375,1,0,65,29,88220,3,2,13,67.04,4.0,0.2,6.704,335.2,4,67.04,335.2
2620,2620,3,375,1,0,65,29,88220,3,1,14,37.32,3.0,0.0,10.4496,37.32,4,37.32,37.32
2621,2621,3,375,1,0,65,29,88220,3,1,10,18.45,5.0,0.0,8.6715,18.45,4,18.45,18.45
2622,2622,2,507,1,0,426,23,63116,0,1,12,25.92,4.0,0.0,12.4416,129.6,3,25.92,129.6
2623,2623,0,757,2,0,329,30,10024,1,2,6,11199.968,4.0,0.2,3919.9888,22399.936,2,11199.968,22399.936
2624,2624,0,757,2,0,329,30,10024,1,2,13,2399.6,8.0,0.0,647.892,7198.8,2,2399.6,7198.8
2625,2625,0,757,2,0,329,30,10024,1,1,7,63.9,5.0,0.0,28.755,255.6,2,63.9,255.6
2626,2626,0,757,2,0,329,30,10024,1,2,13,52.99,1.0,0.0,0.5299,158.97,2,52.99,158.97
2627,2627,0,684,1,0,464,33,45503,1,2,0,60.864,4.0,0.2,9.1296,121.728,2,60.864,121.728
2628,2628,0,684,1,0,464,33,45503,1,2,11,652.995,7.0,0.7,-935.9595,2611.98,2,652.995,2611.98
2629,2629,0,684,1,0,464,33,45503,1,1,3,11.22,10.0,0.7,-7.48,56.1,2,11.22,56.1
2630,2630,3,9,0,0,490,34,74133,0,1,12,14.94,3.0,0.0,7.0218,74.7,5,14.94,74.7
2631,2631,3,351,0,0,452,45,98103,3,0,9,39.96,2.0,0.0,17.1828,159.84,5,39.96,159.84
2632,2632,3,351,0,0,452,45,98103,3,0,5,42.624,2.0,0.2,4.2624,42.624,5,42.624,42.624
2633,2633,3,351,0,0,452,45,98103,3,0,5,220.96,1.0,0.2,24.858,883.84,5,220.96,883.84
2634,2634,2,64,1,0,150,31,28314,2,0,9,4.928,2.0,0.2,0.7392,4.928,5,4.928,4.928
2635,2635,2,64,1,0,150,31,28314,2,1,3,7.23,5.0,0.7,-5.784,21.69,5,7.23,21.69
2636,2636,3,749,1,0,266,3,90045,3,1,14,323.1,2.0,0.0,61.389,323.1,4,323.1,323.1
2637,2637,3,676,0,0,329,30,10035,1,1,12,19.04,4.0,0.0,9.3296,95.2,6,19.04,95.2
2638,2638,3,676,0,0,329,30,10035,1,1,3,13.128,3.0,0.2,4.2666,65.64,6,13.128,65.64
2639,2639,3,676,0,0,329,30,10035,1,1,2,64.14,3.0,0.0,16.6764,320.7,6,64.14,320.7
2640,2640,3,676,0,0,329,30,10035,1,0,5,858.24,4.0,0.1,143.04,2574.72,6,858.24,2574.72
2641,2641,3,469,0,0,206,2,71901,2,2,0,29.99,1.0,0.0,2.999,89.97,5,29.99,89.97
2642,2642,0,433,0,0,24,11,60505,0,1,12,186.048,6.0,0.2,67.4424,558.144,1,186.048,558.144
2643,2643,2,77,2,0,394,31,27604,2,2,13,36.792,1.0,0.2,4.1391,36.792,4,36.792,36.792
2644,2644,2,77,2,0,394,31,27604,2,0,9,18.624,8.0,0.2,6.2856,18.624,4,18.624,18.624
2645,2645,2,758,0,0,490,34,74133,0,0,9,57.69,3.0,0.0,23.6529,57.69,5,57.69,57.69
2646,2646,2,758,0,0,490,34,74133,0,1,3,42.81,3.0,0.0,20.1207,171.24,5,42.81,171.24
2647,2647,2,758,0,0,490,34,74133,0,1,12,12.96,2.0,0.0,6.2208,64.8,5,12.96,64.8
2648,2648,2,758,0,0,490,34,74133,0,0,9,821.88,6.0,0.0,213.6888,821.88,5,821.88,821.88
2649,2649,2,758,0,0,490,34,74133,0,2,13,104.85,3.0,0.0,28.3095,419.4,5,104.85,419.4
2650,2650,3,663,1,0,196,3,92345,3,0,4,424.9575,5.0,0.15,19.998,849.915,5,424.9575,849.915
2651,2651,2,14,1,0,391,42,84604,3,1,3,10.776,3.0,0.2,3.5022,53.88,4,10.776,53.88
2652,2652,2,14,1,0,391,42,84604,3,1,3,11.784,3.0,0.2,4.2717,47.136,4,11.784,47.136
2653,2653,2,14,1,0,391,42,84604,3,1,12,164.88,3.0,0.0,80.7912,494.64,4,164.88,494.64
2654,2654,2,14,1,0,391,42,84604,3,0,4,1292.94,3.0,0.0,77.5764,3878.82,4,1292.94,3878.82
2655,2655,2,14,1,0,391,42,84604,3,1,3,25.584,2.0,0.2,8.9544,102.336,4,25.584,102.336
2656,2656,2,14,1,0,391,42,84604,3,1,14,261.74,2.0,0.0,65.435,261.74,4,261.74,261.74
2657,2657,2,14,1,0,391,42,84604,3,1,10,14.4,5.0,0.0,7.056,43.2,4,14.4,43.2
2658,2658,3,603,0,0,438,3,94110,3,1,7,10.86,3.0,0.0,5.1042,10.86,4,10.86,10.86
2659,2659,3,320,1,0,166,1,85234,3,0,5,883.84,4.0,0.2,99.432,2651.52,4,883.84,2651.52
2660,2660,3,218,1,0,329,30,10035,1,2,13,1979.89,11.0,0.0,494.9725,7919.56,4,1979.89,7919.56
2661,2661,3,218,1,0,329,30,10035,1,1,7,79.96,2.0,0.0,35.982,319.84,4,79.96,319.84
2662,2662,0,178,2,0,464,23,65807,0,1,3,8.76,2.0,0.0,4.2048,8.76,1,8.76,8.76
2663,2663,0,331,0,0,289,40,38109,2,1,10,3.984,1.0,0.2,1.2948,7.968,3,3.984,7.968
2664,2664,0,331,0,0,289,40,38109,2,0,16,370.62,3.0,0.4,-142.071,370.62,3,370.62,370.62
2665,2665,0,331,0,0,289,40,38109,2,1,3,2.742,2.0,0.7,-2.0108,2.742,3,2.742,2.742
2666,2666,1,333,0,0,8,41,79109,0,2,0,79.512,3.0,0.2,20.8719,159.024,0,79.512,159.024
2667,2667,1,333,0,0,8,41,79109,0,1,12,28.352,1.0,0.2,9.5688,56.704,0,28.352,56.704
2668,2668,3,552,2,0,266,3,90045,3,0,5,40.784,1.0,0.2,4.5882,40.784,5,40.784,40.784
2669,2669,3,552,2,0,266,3,90045,3,1,1,105.96,4.0,0.0,29.6688,317.88,5,105.96,317.88
2670,2670,2,633,1,0,269,19,1852,1,1,12,166.44,3.0,0.0,79.8912,665.76,3,166.44,665.76
2671,2671,2,633,1,0,269,19,1852,1,0,5,785.88,6.0,0.0,212.1876,2357.64,3,785.88,2357.64
2672,2672,2,633,1,0,269,19,1852,1,1,12,26.2,2.0,0.0,12.838,104.8,3,26.2,104.8
2673,2673,2,633,1,0,269,19,1852,1,1,14,1325.85,5.0,0.0,238.653,1325.85,3,1325.85,1325.85
2674,2674,1,751,0,0,437,3,92024,3,1,12,166.44,3.0,0.0,79.8912,832.2,0,166.44,832.2
2675,2675,3,239,0,0,19,31,28806,2,1,2,8.76,5.0,0.2,0.7665,35.04,5,8.76,35.04
2676,2676,3,239,0,0,19,31,28806,2,1,1,43.584,1.0,0.2,4.3584,217.92,5,43.584,217.92
2677,2677,1,717,0,0,392,4,81001,3,1,3,11.088,7.0,0.7,-8.1312,44.352,0,11.088,44.352
2678,2678,1,717,0,0,392,4,81001,3,1,3,25.164,2.0,0.7,-16.776,50.328,0,25.164,50.328
2679,2679,3,539,2,0,215,20,49201,0,1,3,14.4,5.0,0.0,7.056,57.6,6,14.4,57.6
2680,2680,3,539,2,0,215,20,49201,0,2,0,619.95,5.0,0.0,111.591,2479.8,6,619.95,2479.8
2681,2681,3,539,2,0,215,20,49201,0,1,3,89.52,4.0,0.0,42.0744,179.04,6,89.52,179.04
2682,2682,3,539,2,0,215,20,49201,0,2,11,350.973,3.0,0.1,152.0883,1754.865,6,350.973,1754.865
2683,2683,3,539,2,0,215,20,49201,0,2,13,164.99,1.0,0.0,49.497,494.97,6,164.99,494.97
2684,2684,3,131,0,0,266,3,90004,3,1,3,312.552,9.0,0.2,101.5794,312.552,7,312.552,312.552
2685,2685,3,419,0,0,480,31,27360,2,1,7,95.952,3.0,0.2,29.985,95.952,5,95.952,95.952
2686,2686,3,419,0,0,480,31,27360,2,1,3,3.204,2.0,0.7,-2.4564,6.408,5,3.204,6.408
2687,2687,0,617,0,0,371,11,61604,0,1,3,3.98,5.0,0.8,-6.567,15.92,1,3.98,15.92
