,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Inventory,date_difference,Sales
817,3,183,0,0,374,36,19140,1,1,12,41.472,8.0,0.2,14.5152,124.416,4,41.472
818,3,183,0,0,374,36,19140,1,1,3,3.168,3.0,0.7,-2.4288,15.84,4,3.168
819,3,183,0,0,374,36,19140,1,0,5,1228.465,5.0,0.3,0.0,6142.325,4,1228.465
820,3,183,0,0,374,36,19140,1,1,3,31.086,3.0,0.7,-22.7964,155.43,4,31.086
821,3,183,0,0,374,36,19140,1,1,12,335.52,4.0,0.2,117.432,335.52,4,335.52
822,3,753,0,0,35,28,7109,1,2,0,239.97,3.0,0.0,71.991,479.94,7,239.97
823,3,753,0,0,35,28,7109,1,1,10,9.82,2.0,0.0,4.8118,9.82,7,9.82
824,3,586,0,0,438,3,94110,3,2,0,67.8,4.0,0.0,4.068,339,6,67.8
825,3,586,0,0,438,3,94110,3,2,0,167.97,3.0,0.0,40.3128,503.91,6,167.97
826,3,312,0,0,239,21,55044,0,1,8,35,7.0,0.0,16.8,105,7,35.0
827,3,312,0,0,239,21,55044,0,1,15,37.24,4.0,0.0,10.7996,148.96,7,37.24
828,3,312,0,0,239,21,55044,0,1,7,15.28,2.0,0.0,7.4872,30.56,7,15.28
829,2,381,0,0,151,15,41042,2,0,5,301.96,2.0,0.0,90.588,301.96,5,301.96
830,2,381,0,0,151,15,41042,2,1,1,180.66,3.0,0.0,50.5848,180.66,5,180.66
831,2,381,0,0,151,15,41042,2,2,13,191.98,2.0,0.0,51.8346,383.96,5,191.98
832,2,381,0,0,151,15,41042,2,2,13,65.99,1.0,0.0,17.1574,329.95,5,65.99
833,3,358,1,0,473,8,33614,2,1,2,35.216,2.0,0.2,2.6412,176.08,4,35.216
834,3,358,1,0,473,8,33614,2,1,1,23.696,2.0,0.2,6.5164,118.48,4,23.696
835,3,358,1,0,473,8,33614,2,2,11,265.475,1.0,0.5,-111.4995,265.475,4,265.475
836,2,466,0,0,493,41,75701,0,1,3,51.184,4.0,0.8,-79.3352,204.736,5,51.184
837,3,343,2,0,93,40,38401,2,1,12,9.664,2.0,0.2,3.2616,9.664,7,9.664
838,3,245,1,0,154,41,76106,0,2,13,21.072,3.0,0.2,1.5804,42.144,5,21.072
839,3,109,1,0,329,30,10035,1,1,2,60.45,3.0,0.0,16.3215,120.9,5,60.45
840,3,109,1,0,329,30,10035,1,1,2,11.52,4.0,0.0,3.3408,23.04,5,11.52
841,3,109,1,0,329,30,10035,1,0,4,186.048,4.0,0.2,9.3024,186.048,5,186.048
842,0,271,1,0,266,3,90036,3,1,3,37.44,4.0,0.2,11.7,187.2,2,37.44
843,0,271,1,0,266,3,90036,3,1,3,26.976,4.0,0.2,8.7672,80.928,2,26.976
844,0,271,1,0,266,3,90036,3,1,15,11.36,2.0,0.0,3.2944,56.8,2,11.36
845,0,271,1,0,266,3,90036,3,1,10,14.62,2.0,0.0,6.8714,14.62,2,14.62
846,3,58,0,0,267,15,40214,2,2,13,83.72,7.0,0.0,23.4416,418.6,4,83.72
847,3,58,0,0,267,15,40214,2,0,5,287.94,3.0,0.0,77.7438,863.82,4,287.94
848,3,313,0,0,265,33,44052,1,0,9,48.896,4.0,0.2,8.5568,244.48,5,48.896
849,3,182,1,0,256,28,7036,1,2,0,115.36,7.0,0.0,49.6048,576.8,5,115.36
850,2,205,1,0,431,3,93905,3,1,2,5.16,2.0,0.0,1.3416,5.16,5,5.16
851,2,205,1,0,431,3,93905,3,1,12,38.88,6.0,0.0,18.6624,116.64,5,38.88
852,3,775,0,0,215,22,39212,2,1,2,185.88,6.0,0.0,50.1876,557.64,7,185.88
853,3,312,0,0,329,30,10035,1,0,9,44.46,2.0,0.0,14.6718,133.38,5,44.46
854,3,312,0,0,329,30,10035,1,1,14,242.94,3.0,0.0,9.7176,728.82,5,242.94
855,3,83,0,0,329,30,10035,1,1,12,39.96,2.0,0.0,18.7812,79.92,5,39.96
856,3,83,0,0,329,30,10035,1,1,15,102.3,10.0,0.0,26.598,102.3,5,102.3
857,3,83,0,0,329,30,10035,1,1,14,21.36,2.0,0.0,5.7672,21.36,5,21.36
858,3,673,2,0,326,28,8901,1,1,12,7.61,1.0,0.0,3.5767,38.05,5,7.61
859,3,673,2,0,326,28,8901,1,1,8,7.16,2.0,0.0,3.58,21.48,5,7.16
860,3,161,0,0,438,3,94122,3,1,15,7.36,2.0,0.0,0.1472,14.72,7,7.36
861,3,161,0,0,438,3,94122,3,1,2,23.1,2.0,0.0,10.626,46.2,7,23.1
862,2,52,1,0,216,8,32216,2,2,0,191.472,6.0,0.2,40.6878,191.472,2,191.472
863,2,52,1,0,216,8,32216,2,1,2,5.248,2.0,0.2,0.5904,20.992,2,5.248
864,2,52,1,0,216,8,32216,2,2,13,59.184,2.0,0.2,5.1786,295.92,2,59.184
865,3,51,1,0,464,44,22153,2,1,10,2.89,1.0,0.0,1.3583,2.89,5,2.89
866,3,51,1,0,464,44,22153,2,0,9,51.94,1.0,0.0,21.2954,207.76,5,51.94
867,0,461,1,0,374,36,19140,1,1,10,15.936,4.0,0.2,5.1792,15.936,3,15.936
868,3,314,1,0,241,36,17602,1,1,3,44.91,6.0,0.7,-35.928,89.82,4,44.91
869,0,592,2,0,374,36,19143,1,1,3,1141.47,5.0,0.7,-760.98,2282.94,2,1141.47
870,0,592,2,0,374,36,19143,1,2,13,280.782,3.0,0.4,-46.797,1403.91,2,280.782
871,0,765,0,0,96,27,3301,1,1,12,34.44,3.0,0.0,17.22,172.2,1,34.44
872,3,665,0,0,329,30,10009,1,1,12,11.36,2.0,0.0,5.2256,45.44,5,11.36
873,3,665,0,0,329,30,10009,1,1,3,106.344,7.0,0.2,37.2204,319.032,5,106.344
874,3,313,0,0,74,31,28205,2,1,12,192.16,5.0,0.2,67.256,384.32,4,192.16
875,3,160,2,0,96,27,3301,1,0,9,322.59,3.0,0.0,64.518,322.59,4,322.59
876,3,160,2,0,96,27,3301,1,2,0,29.99,1.0,0.0,13.1956,149.95,4,29.99
877,3,160,2,0,96,27,3301,1,2,0,371.97,3.0,0.0,66.9546,371.97,4,371.97
878,3,50,2,0,374,36,19120,1,1,3,5.892,4.0,0.7,-4.1244,11.784,4,5.892
879,2,319,2,0,329,30,10024,1,1,3,68.472,3.0,0.2,23.1093,205.416,2,68.472
880,2,319,2,0,329,30,10024,1,0,5,1242.9,5.0,0.1,262.39,4971.6,2,1242.9
881,3,204,0,0,464,44,22153,2,1,14,30.84,2.0,0.0,8.3268,123.36,4,30.84
882,1,296,0,0,438,3,94109,3,1,2,13.48,4.0,0.0,5.9312,13.48,0,13.48
883,0,607,2,0,123,20,48227,0,0,9,31.4,5.0,0.0,10.048,31.4,2,31.4
884,3,454,0,0,410,30,14609,1,0,9,17.46,2.0,0.0,5.9364,17.46,5,17.46
885,2,371,1,0,266,3,90045,3,1,3,13.944,3.0,0.2,4.5318,41.832,3,13.944
886,3,580,0,0,437,3,92105,3,1,14,83.76,12.0,0.0,1.6752,335.04,6,83.76
887,3,247,2,0,93,18,21044,1,1,3,37.66,7.0,0.0,18.4534,75.32,5,37.66
888,3,182,1,0,438,3,94122,3,1,12,34.68,6.0,0.0,16.9932,34.68,7,34.68
889,3,363,0,0,328,30,10801,1,2,0,149.95,5.0,0.0,14.995,299.9,6,149.95
890,3,363,0,0,328,30,10801,1,1,3,51.312,3.0,0.2,18.6006,256.56,6,51.312
891,0,767,2,0,123,20,48227,0,1,12,4.54,1.0,0.0,2.043,9.08,1,4.54
892,0,767,2,0,123,20,48227,0,1,2,15.92,4.0,0.0,5.4128,79.6,1,15.92
893,0,767,2,0,123,20,48227,0,2,13,543.92,8.0,0.0,135.98,2175.68,1,543.92
894,0,581,1,0,438,3,94122,3,1,14,155.82,7.0,0.0,42.0714,155.82,2,155.82
895,0,581,1,0,438,3,94122,3,1,3,70.008,3.0,0.2,24.5028,350.04,2,70.008
896,2,334,0,0,207,41,77095,0,1,7,15.648,2.0,0.2,5.0856,78.24,3,15.648
897,3,489,0,0,123,20,48227,0,1,10,103.6,7.0,0.0,51.8,414.4,6,103.6
898,2,300,1,0,23,30,13021,1,1,12,46.96,8.0,0.0,22.5408,234.8,2,46.96
899,0,412,1,0,464,33,45503,1,1,3,8.904,2.0,0.7,-6.5296,17.808,2,8.904
900,0,731,0,0,163,41,75043,0,1,10,10.44,5.0,0.2,3.393,10.44,2,10.44
901,0,731,0,0,163,41,75043,0,1,3,18.336,4.0,0.8,-32.088,73.344,2,18.336
902,0,202,0,0,80,11,60653,0,2,13,323.976,3.0,0.2,20.2485,1619.88,2,323.976
903,3,474,0,0,266,3,90032,3,1,12,20.04,3.0,0.0,9.6192,60.12,4,20.04
904,3,474,0,0,266,3,90032,3,1,14,64.96,2.0,0.0,2.5984,324.8,4,64.96
905,3,474,0,0,266,3,90032,3,1,12,12.96,2.0,0.0,6.2208,51.84,4,12.96
906,3,589,0,0,329,30,10009,1,0,4,323.136,4.0,0.2,12.1176,969.408,4,323.136
907,3,589,0,0,329,30,10009,1,2,13,90.93,7.0,0.0,2.7279,363.72,4,90.93
908,3,589,0,0,329,30,10009,1,1,3,52.776,3.0,0.2,19.791,52.776,4,52.776
909,3,88,2,0,215,20,49201,0,2,13,1199.8,4.0,0.0,323.946,3599.4,5,1199.8
910,3,88,2,0,215,20,49201,0,2,0,1928.78,7.0,0.0,829.3754,5786.34,5,1928.78
911,3,88,2,0,215,20,49201,0,1,14,352.38,2.0,0.0,81.0474,1057.14,5,352.38
912,3,668,2,0,340,5,6360,1,0,9,22.2,6.0,0.0,9.102,66.6,7,22.2
913,0,109,1,0,299,47,53209,0,0,9,46.94,1.0,0.0,19.2454,46.94,2,46.94
914,0,109,1,0,299,47,53209,0,2,0,143.73,9.0,0.0,56.0547,718.65,2,143.73
915,3,435,1,0,434,41,78207,0,0,16,99.918,2.0,0.3,-18.5562,399.672,6,99.918
916,3,435,1,0,434,41,78207,0,0,5,797.944,4.0,0.3,-56.996,3191.776,6,797.944
917,3,435,1,0,434,41,78207,0,1,3,8.568,3.0,0.8,-14.5656,8.568,6,8.568
918,3,640,1,0,109,41,75220,0,1,7,149.352,3.0,0.2,50.4063,149.352,6,149.352
919,3,640,1,0,109,41,75220,0,1,14,12.992,1.0,0.2,-0.812,25.984,6,12.992
920,3,653,0,0,4,44,22304,2,1,14,24.56,2.0,0.0,6.8768,49.12,7,24.56
921,3,672,0,0,329,30,10009,1,2,0,85.14,3.0,0.0,34.9074,170.28,4,85.14
922,3,672,0,0,329,30,10009,1,2,13,21.99,1.0,0.0,10.5552,43.98,4,21.99
923,3,672,0,0,329,30,10009,1,1,1,406.6,5.0,0.0,113.848,2033,4,406.6
924,3,4,1,0,329,30,10011,1,1,3,841.568,2.0,0.2,294.5488,1683.136,5,841.568
925,0,367,0,0,374,36,19143,1,1,12,15.552,3.0,0.2,5.4432,46.656,3,15.552
926,0,367,0,0,374,36,19143,1,2,0,252,5.0,0.2,53.55,504,3,252.0
927,3,382,2,0,464,44,22153,2,1,2,46.2,4.0,0.0,12.936,92.4,4,46.2
928,3,382,2,0,464,44,22153,2,1,1,28.84,2.0,0.0,9.5172,144.2,4,28.84
929,0,10,0,0,485,33,43615,1,1,2,14.592,3.0,0.2,2.5536,72.96,3,14.592
930,0,10,0,0,485,33,43615,1,1,2,89.856,3.0,0.2,21.3408,359.424,3,89.856
931,0,10,0,0,485,33,43615,1,1,12,13.872,3.0,0.2,5.0286,55.488,3,13.872
932,3,618,0,0,374,36,19140,1,1,12,12.192,3.0,0.2,4.1148,36.576,4,12.192
933,3,134,2,0,374,36,19120,1,1,12,45.056,8.0,0.2,15.2064,135.168,4,45.056
934,3,134,2,0,374,36,19120,1,1,3,29.718,6.0,0.7,-21.7932,29.718,4,29.718
935,3,134,2,0,374,36,19120,1,1,12,15.552,3.0,0.2,5.4432,62.208,4,15.552
936,3,134,2,0,374,36,19120,1,1,1,447.696,2.0,0.2,33.5772,1343.088,4,447.696
937,0,657,1,0,149,29,87401,3,2,0,159.99,1.0,0.0,54.3966,639.96,1,159.99
938,3,616,1,0,409,3,92503,3,1,12,12.96,2.0,0.0,6.2208,38.88,4,12.96
939,3,616,1,0,409,3,92503,3,1,1,134.48,4.0,0.0,34.9648,268.96,4,134.48
940,0,415,1,0,438,3,94110,3,1,12,17.12,2.0,0.0,8.0464,85.6,1,17.12
941,3,640,1,0,486,3,90503,3,1,3,6.096,2.0,0.2,2.2098,30.48,7,6.096
942,3,640,1,0,486,3,90503,3,0,16,1114.272,4.0,0.2,41.7852,5571.36,7,1114.272
943,3,388,0,0,452,45,98105,3,1,12,32.4,5.0,0.0,15.552,162,5,32.4
944,3,388,0,0,452,45,98105,3,1,14,540.57,3.0,0.0,140.5482,2702.85,5,540.57
945,3,388,0,0,452,45,98105,3,1,3,167.76,5.0,0.2,62.91,503.28,5,167.76
946,0,183,0,0,293,1,85204,3,0,16,393.165,3.0,0.5,-204.4458,1572.66,2,393.165
947,3,651,2,0,374,36,19120,1,0,9,516.488,7.0,0.2,-12.9122,2065.952,4,516.488
948,3,651,2,0,374,36,19120,1,0,9,1007.232,6.0,0.2,75.5424,3021.696,4,1007.232
949,3,651,2,0,374,36,19120,1,0,16,2065.32,12.0,0.4,-619.596,8261.28,4,2065.32
950,3,651,2,0,374,36,19120,1,1,12,15.552,3.0,0.2,5.4432,62.208,4,15.552
951,3,651,2,0,374,36,19120,1,1,12,25.344,6.0,0.2,7.92,50.688,4,25.344
952,3,422,0,0,374,36,19143,1,0,9,25.472,4.0,0.2,7.6416,127.36,4,25.472
953,3,309,0,0,420,41,78664,0,1,2,27.168,2.0,0.2,2.7168,27.168,4,27.168
954,3,309,0,0,420,41,78664,0,0,4,78.8528,2.0,0.32,-11.596,394.264,4,78.8528
955,3,683,0,0,215,22,39212,2,1,14,173.8,5.0,0.0,43.45,347.6,4,173.8
956,2,396,0,0,375,1,85023,3,2,13,29.592,1.0,0.2,2.5893,88.776,3,29.592
957,2,396,0,0,375,1,85023,3,1,3,4.752,2.0,0.7,-3.168,23.76,3,4.752
958,2,396,0,0,375,1,85023,3,1,12,15.552,3.0,0.2,5.6376,31.104,3,15.552
959,1,193,0,0,343,3,92054,3,0,9,204.6,2.0,0.0,53.196,204.6,0,204.6
960,3,464,1,0,438,3,94110,3,0,5,321.568,2.0,0.2,28.1372,1286.272,5,321.568
961,3,744,2,0,150,2,72701,2,1,3,6.24,2.0,0.0,3.0576,12.48,4,6.24
962,0,185,1,0,438,3,94110,3,1,7,21.88,2.0,0.0,10.94,21.88,3,21.88
963,2,489,0,0,42,8,33433,2,1,10,4.608,2.0,0.2,1.6704,18.432,2,4.608
964,0,119,2,0,329,30,10011,1,1,10,9.82,2.0,0.0,4.8118,29.46,2,9.82
965,0,119,2,0,329,30,10011,1,1,2,35.97,3.0,0.0,9.7119,107.91,2,35.97
966,0,119,2,0,329,30,10011,1,1,12,12.96,2.0,0.0,6.2208,38.88,2,12.96
967,0,119,2,0,329,30,10011,1,1,12,191.6,4.0,0.0,91.968,958,2,191.6
968,0,119,2,0,329,30,10011,1,1,10,8.64,3.0,0.0,4.2336,8.64,2,8.64
969,0,119,2,0,329,30,10011,1,1,14,501.81,3.0,0.0,0.0,1003.62,2,501.81
970,2,219,0,0,374,36,19134,1,0,9,127.104,6.0,0.2,28.5984,381.312,2,127.104
971,2,219,0,0,374,36,19134,1,2,13,124.2,3.0,0.4,-31.05,372.6,2,124.2
972,2,219,0,0,374,36,19134,1,1,3,18.588,2.0,0.7,-13.6312,92.94,2,18.588
973,2,219,0,0,374,36,19134,1,1,10,30.072,3.0,0.2,10.1493,120.288,2,30.072
974,2,611,2,0,329,30,10011,1,2,13,160.93,7.0,0.0,3.2186,804.65,3,160.93
975,2,611,2,0,329,30,10011,1,1,3,75.792,3.0,0.2,25.5798,378.96,3,75.792
976,3,731,0,0,389,35,97206,3,1,3,1.08,2.0,0.7,-0.792,1.08,6,1.08
977,0,73,1,0,123,20,48205,0,2,11,3059.982,2.0,0.1,679.996,12239.928,3,3059.982
978,0,644,0,0,521,31,28403,2,1,3,3.282,2.0,0.7,-2.6256,3.282,1,3.282
979,0,438,1,0,94,12,47201,0,1,12,34.02,3.0,0.0,16.6698,102.06,3,34.02
980,3,256,0,0,329,30,10035,1,0,5,599.292,6.0,0.1,93.2232,1198.584,5,599.292
981,2,769,0,0,267,4,80027,3,1,2,3.392,1.0,0.2,0.8056,13.568,3,3.392
982,2,769,0,0,267,4,80027,3,2,13,559.984,2.0,0.2,55.9984,1679.952,3,559.984
983,2,769,0,0,267,4,80027,3,0,5,603.92,5.0,0.2,75.49,3019.6,3,603.92
984,3,41,2,0,364,41,77506,0,1,10,7.968,2.0,0.2,2.5896,15.936,6,7.968
985,3,41,2,0,364,41,77506,0,1,7,27.968,4.0,0.2,9.4392,83.904,6,27.968
986,3,41,2,0,364,41,77506,0,2,11,336.51,3.0,0.4,44.868,1682.55,6,336.51
987,1,754,0,0,207,41,77041,0,1,3,1.112,2.0,0.8,-1.8904,2.224,0,1.112
988,3,385,1,0,23,30,13021,1,0,9,520.05,5.0,0.0,72.807,2080.2,5,520.05
989,3,385,1,0,23,30,13021,1,1,2,17.97,3.0,0.0,5.2113,35.94,5,17.97
990,2,675,2,0,216,8,32216,2,0,5,1166.92,5.0,0.2,131.2785,4667.68,2,1166.92
991,0,771,0,0,329,30,10024,1,1,3,14.624,2.0,0.2,5.484,58.496,2,14.624
992,0,647,0,0,440,3,95123,3,1,8,10.23,3.0,0.0,4.9104,40.92,1,10.23
993,0,647,0,0,440,3,95123,3,1,12,154.9,5.0,0.0,69.705,309.8,1,154.9
994,3,547,1,0,500,44,23464,2,1,3,2715.93,7.0,0.0,1276.4871,8147.79,4,2715.93
995,3,547,1,0,500,44,23464,2,2,13,617.97,3.0,0.0,173.0316,1853.91,4,617.97
996,3,637,0,0,194,15,42420,2,1,7,10.67,1.0,0.0,4.9082,42.68,6,10.67
997,3,637,0,0,194,15,42420,2,1,14,36.63,3.0,0.0,9.8901,36.63,6,36.63
998,3,637,0,0,194,15,42420,2,0,9,24.1,5.0,0.0,9.158,72.3,6,24.1
999,3,637,0,0,194,15,42420,2,0,9,33.11,7.0,0.0,12.9129,66.22,6,33.11
1000,3,284,2,0,498,45,98661,3,1,2,44.02,2.0,0.0,11.4452,220.1,4,44.02
1001,1,631,0,0,329,30,10024,1,2,0,2309.65,7.0,0.0,762.1845,6928.95,0,2309.65
1002,1,631,0,0,329,30,10024,1,0,16,1090.782,7.0,0.4,-290.8752,3272.346,0,1090.782
1003,1,631,0,0,329,30,10024,1,1,12,19.44,3.0,0.0,9.3312,97.2,0,19.44
1004,3,661,0,0,319,3,92563,3,1,14,484.65,3.0,0.0,92.0835,484.65,4,484.65
1005,3,380,0,0,216,31,28540,2,1,12,115.296,3.0,0.2,40.3536,576.48,4,115.296
1006,0,519,0,0,451,1,85254,3,1,7,7.08,3.0,0.2,2.478,7.08,3,7.08
1007,0,519,0,0,451,1,85254,3,1,3,4.401,3.0,0.7,-3.5208,22.005,3,4.401
1008,3,588,0,0,60,13,52601,0,1,12,44.75,5.0,0.0,20.585,223.75,6,44.75
1009,0,48,0,0,80,11,60653,0,2,13,95.984,2.0,0.2,5.999,287.952,2,95.984
1010,0,783,0,0,437,3,92037,3,0,9,151.72,4.0,0.0,27.3096,303.44,2,151.72
1011,2,609,0,0,347,45,98502,3,0,9,155.25,3.0,0.0,46.575,465.75,4,155.25
1012,2,609,0,0,347,45,98502,3,1,14,14.03,1.0,0.0,4.0687,56.12,4,14.03
1013,2,390,0,0,452,45,98103,3,0,16,1618.37,13.0,0.0,356.0414,6473.48,3,1618.37
1014,2,390,0,0,452,45,98103,3,2,0,99.6,1.0,0.0,36.852,498,3,99.6
1015,2,518,2,0,266,3,90036,3,1,12,32.4,5.0,0.0,15.552,64.8,2,32.4
1016,3,413,1,0,329,30,10011,1,0,9,13.96,2.0,0.0,6.7008,27.92,4,13.96
1017,3,413,1,0,329,30,10011,1,0,9,155.82,3.0,0.0,63.8862,155.82,4,155.82
1018,3,413,1,0,329,30,10011,1,2,13,124.95,5.0,0.0,2.499,124.95,4,124.95
1019,3,413,1,0,329,30,10011,1,1,14,601.65,5.0,0.0,156.429,2406.6,4,601.65
1020,3,312,0,0,505,7,20016,1,1,2,22.74,3.0,0.0,8.8686,68.22,6,22.74
1021,3,312,0,0,505,7,20016,1,0,5,1267.53,3.0,0.0,316.8825,5070.12,6,1267.53
1022,3,312,0,0,505,7,20016,1,2,11,1379.92,8.0,0.0,648.5624,2759.84,6,1379.92
1023,3,608,0,0,374,36,19134,1,1,7,6.208,2.0,0.2,2.1728,24.832,4,6.208
1024,0,316,2,0,266,3,90045,3,1,3,11.808,2.0,0.2,4.2804,23.616,3,11.808
1025,2,215,2,0,464,33,45503,1,1,12,15.552,3.0,0.2,5.4432,31.104,2,15.552
1026,2,215,2,0,464,33,45503,1,1,12,63.312,3.0,0.2,20.5764,316.56,2,63.312
1027,2,215,2,0,464,33,45503,1,2,13,15.588,2.0,0.4,-9.8724,77.94,2,15.588
1028,3,450,1,0,184,28,7601,1,1,12,177.2,5.0,0.0,83.284,531.6,4,177.2
1029,3,450,1,0,184,28,7601,1,2,13,197.97,3.0,0.0,57.4113,197.97,4,197.97
1030,3,450,1,0,184,28,7601,1,0,5,854.94,3.0,0.0,213.735,1709.88,4,854.94
1031,3,450,1,0,184,28,7601,1,0,9,124.11,9.0,0.0,52.1262,124.11,4,124.11
1032,3,450,1,0,184,28,7601,1,1,10,14.4,5.0,0.0,7.056,14.4,4,14.4
1033,0,25,0,0,83,33,45231,1,1,12,15.696,3.0,0.2,5.1012,47.088,2,15.696
1034,0,25,0,0,83,33,45231,1,1,3,2.628,2.0,0.7,-1.9272,13.14,2,2.628
1035,0,25,0,0,83,33,45231,1,1,3,14.427,3.0,0.7,-10.5798,57.708,2,14.427
1036,3,247,2,0,218,23,65109,0,0,9,86.62,2.0,0.0,8.662,173.24,4,86.62
1037,0,361,0,0,266,3,90004,3,1,3,36.624,3.0,0.2,13.734,73.248,1,36.624
1038,0,360,0,0,60,31,27217,2,1,2,23.968,7.0,0.2,2.6964,47.936,1,23.968
1039,0,360,0,0,60,31,27217,2,1,2,28.728,3.0,0.2,1.7955,57.456,1,28.728
1040,3,642,2,0,428,23,63376,0,0,16,697.16,4.0,0.0,146.4036,2788.64,4,697.16
1041,2,498,0,0,329,30,10035,1,2,0,31.86,2.0,0.0,11.151,159.3,3,31.86
1042,2,498,0,0,329,30,10035,1,0,4,722.352,3.0,0.2,90.294,2167.056,3,722.352
1043,0,574,1,0,80,11,60610,0,1,2,8.84,5.0,0.2,2.9835,17.68,3,8.84
1044,0,574,1,0,80,11,60610,0,1,1,58.464,9.0,0.8,-146.16,233.856,3,58.464
1045,3,712,2,0,413,11,61107,0,0,5,254.604,14.0,0.3,-18.186,763.812,4,254.604
1046,3,791,0,0,295,8,33142,2,2,13,1363.96,5.0,0.2,85.2475,1363.96,5,1363.96
1047,3,791,0,0,295,8,33142,2,0,9,102.36,3.0,0.2,-3.8385,409.44,5,102.36
1048,2,457,0,0,438,3,94109,3,2,13,1113.504,12.0,0.2,125.2692,3340.512,5,1113.504
1049,2,457,0,0,438,3,94109,3,2,0,99.99,1.0,0.0,37.9962,499.95,5,99.99
1050,0,218,1,0,374,36,19134,1,0,9,168.464,2.0,0.2,-29.4812,505.392,2,168.464
1051,0,218,1,0,374,36,19134,1,1,12,6.72,2.0,0.2,2.436,13.44,2,6.72
1052,0,218,1,0,374,36,19134,1,0,9,282.888,9.0,0.2,56.5776,282.888,2,282.888
1053,3,571,2,0,329,30,10009,1,1,2,11.16,2.0,0.0,4.3524,55.8,4,11.16
1054,3,571,2,0,329,30,10009,1,0,9,108.4,2.0,0.0,22.764,542,4,108.4
1055,3,571,2,0,329,30,10009,1,1,3,82.344,3.0,0.2,27.7911,247.032,4,82.344
1056,3,571,2,0,329,30,10009,1,1,3,9.088,4.0,0.2,3.2944,36.352,4,9.088
1057,3,78,1,0,437,3,92037,3,1,3,19.936,4.0,0.2,7.2268,59.808,7,19.936
1058,3,78,1,0,437,3,92037,3,1,3,65.568,2.0,0.2,22.9488,262.272,7,65.568
1059,3,508,2,0,374,36,19143,1,1,8,4.416,3.0,0.2,1.6008,4.416,7,4.416
1060,3,402,0,0,207,41,77095,0,0,5,107.772,2.0,0.3,-29.2524,431.088,6,107.772
1061,3,742,1,0,485,33,43615,1,1,1,45.216,3.0,0.2,4.5216,45.216,5,45.216
1062,3,742,1,0,485,33,43615,1,1,8,10.416,7.0,0.2,-2.2134,10.416,5,10.416
1063,3,742,1,0,485,33,43615,1,1,2,7.872,3.0,0.2,1.2792,39.36,5,7.872
1064,3,742,1,0,485,33,43615,1,2,13,118.782,3.0,0.4,-27.7158,237.564,5,118.782
1065,3,742,1,0,485,33,43615,1,1,8,1.448,1.0,0.2,0.2353,4.344,5,1.448
1066,3,742,1,0,485,33,43615,1,1,3,55.47,5.0,0.7,-46.225,277.35,5,55.47
1067,0,107,0,0,438,3,94122,3,0,5,194.848,4.0,0.2,12.178,584.544,1,194.848
1068,2,142,0,0,54,41,78521,0,1,15,1.744,1.0,0.2,-0.3488,5.232,2,1.744
1069,3,651,2,0,374,36,19143,1,1,3,25.176,4.0,0.7,-18.4624,125.88,4,25.176
1070,3,702,2,0,266,3,90008,3,1,2,19.46,7.0,0.0,5.0596,58.38,6,19.46
1071,3,265,2,0,120,4,80219,3,1,12,29.472,3.0,0.2,9.9468,147.36,4,29.472
1072,3,285,0,0,329,30,10035,1,1,3,8.64,2.0,0.2,3.024,34.56,5,8.64
1073,3,512,0,0,293,1,85204,3,1,3,6.27,5.0,0.7,-4.598,25.08,7,6.27
1074,3,512,0,0,293,1,85204,3,1,3,4.368,7.0,0.7,-3.3488,8.736,7,4.368
1075,3,512,0,0,293,1,85204,3,2,0,31.984,2.0,0.2,1.999,127.936,7,31.984
1076,0,138,2,0,94,12,47201,0,1,2,40.88,7.0,0.0,10.6288,163.52,1,40.88
1077,2,234,0,0,452,45,98105,3,1,1,119.96,2.0,0.0,33.5888,599.8,2,119.96
1078,2,234,0,0,452,45,98105,3,1,14,31.44,3.0,0.0,8.4888,62.88,2,31.44
1079,2,234,0,0,452,45,98105,3,1,3,6.88,1.0,0.2,2.322,20.64,2,6.88
1080,3,92,1,0,123,20,48227,0,1,12,19.92,4.0,0.0,9.3624,39.84,5,19.92
1081,3,92,1,0,123,20,48227,0,0,5,1106.91,9.0,0.0,121.7601,2213.82,5,1106.91
1082,3,416,0,0,527,30,10701,1,0,16,836.592,8.0,0.4,-264.9208,2509.776,4,836.592
1083,3,416,0,0,527,30,10701,1,1,12,26.38,1.0,0.0,12.1348,26.38,4,26.38
1084,3,416,0,0,527,30,10701,1,1,14,362.92,2.0,0.0,105.2468,1451.68,4,362.92
1085,3,416,0,0,527,30,10701,1,2,11,4899.93,7.0,0.0,2400.9657,19599.72,4,4899.93
1086,1,456,0,0,121,13,50315,0,1,12,6.48,1.0,0.0,3.1104,25.92,0,6.48
1087,2,181,1,0,342,3,94601,3,2,13,71.976,3.0,0.2,7.1976,215.928,5,71.976
1088,2,181,1,0,342,3,94601,3,1,10,3.15,1.0,0.0,1.512,6.3,5,3.15
1089,3,464,1,0,308,31,28110,2,0,9,31.984,2.0,0.2,1.999,159.92,6,31.984
1090,3,464,1,0,308,31,28110,2,2,13,71.984,2.0,0.2,25.1944,287.936,6,71.984
1091,3,553,0,0,437,3,92105,3,1,2,120.15,9.0,0.0,33.642,480.6,7,120.15
